,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
22202,1078,5,2,Urban,1970,137401.60155998237
22203,2498,3,1,Suburb,1961,279313.15249045286
22204,1926,4,3,Suburb,1962,253730.34144281936
22205,1102,2,3,Urban,1989,145419.3120898895
22206,1622,5,3,Suburb,2001,231233.6387296634
22207,2479,2,2,Urban,1973,252751.95466373555
22208,1989,3,2,Urban,1999,228248.43877796625
22209,2337,3,3,Rural,1952,219664.3066638985
22210,2270,4,1,Suburb,2007,227418.97749963767
22211,1233,3,1,Suburb,1985,183442.72844063092
22212,2617,3,1,Suburb,2004,176525.3104601402
22213,1643,4,1,Urban,1976,250958.4644709226
22214,2258,2,2,Rural,1959,251881.22318281644
22215,1789,4,3,Urban,1972,155791.63972057568
22216,1386,4,3,Suburb,2002,204969.89669764257
22217,1846,5,1,Urban,1988,229303.76288191343
22218,2634,3,3,Suburb,2009,313162.5605203338
22219,2966,3,2,Urban,1961,328655.84277421376
22220,1037,2,1,Urban,1967,85528.73197276551
22221,2184,3,3,Suburb,1951,230856.02413477117
22222,2485,2,2,Urban,1990,271800.388448727
22223,2967,5,3,Suburb,2017,361142.417056465
22224,2472,2,2,Urban,1990,237016.11325155952
22225,2140,2,3,Urban,1968,208107.9210108333
22226,1240,5,3,Suburb,1999,223259.75575076463
22227,2049,4,2,Suburb,1974,242754.89991781896
22228,2671,5,3,Suburb,1994,310637.35989501
22229,1561,3,1,Suburb,2010,280123.179345069
22230,2999,3,3,Suburb,1989,362154.4711142953
22231,1805,5,3,Urban,2014,303720.57847044384
22232,2929,2,2,Urban,1980,340780.02881083067
22233,1297,5,1,Rural,2017,180576.4541547175
22234,1804,3,3,Rural,1969,311403.3286095166
22235,1153,5,3,Rural,1998,114627.05470606175
22236,1731,2,3,Suburb,1951,138494.53358857613
22237,2675,3,3,Suburb,1957,341510.954807414
22238,1467,4,2,Urban,1958,159068.13783483463
22239,1048,5,3,Urban,1975,158301.123970103
22240,2677,5,2,Urban,2007,312459.26966451854
22241,1045,5,1,Suburb,1956,113511.31276803496
22242,2698,5,2,Rural,1979,276868.5935609496
22243,2308,3,1,Suburb,1994,256721.9295840804
22244,1779,2,1,Rural,1959,166955.2172650492
22245,2651,4,1,Urban,2014,316668.8332282372
22246,1081,5,3,Urban,2006,155291.521751428
22247,2067,3,2,Rural,2009,295618.7017615391
22248,2729,5,1,Suburb,1952,298408.79916577955
22249,2793,4,2,Urban,1995,344846.7279184474
22250,1954,5,1,Rural,1981,256087.29798064125
22251,1272,2,1,Suburb,2017,185350.4127397347
22252,1393,5,1,Rural,1979,206914.3909187279
22253,2809,5,3,Urban,1991,306139.3222539426
22254,1789,5,2,Suburb,1968,166187.92311309205
22255,1594,2,3,Urban,1989,188257.36040674
22256,1057,3,2,Suburb,2012,161834.45866456866
22257,1564,2,1,Urban,1980,121769.80757788054
22258,1000,3,2,Suburb,1954,156127.474436692
22259,1215,2,2,Rural,2017,124777.51758036295
22260,2340,2,2,Urban,2004,300033.4730010916
22261,2251,5,3,Urban,2015,275702.6065650446
22262,2496,2,1,Urban,2013,332357.41563304083
22263,2507,3,2,Urban,1998,360171.88469524775
22264,1765,3,2,Rural,2011,150117.90283533104
22265,1670,3,2,Rural,2014,150372.59985362424
22266,2310,3,1,Suburb,1970,278308.42436504987
22267,1510,2,2,Suburb,1957,204183.5121449277
22268,2601,5,2,Rural,1955,283696.74154830124
22269,1914,4,1,Suburb,1992,218834.76327462983
22270,2844,3,3,Urban,2003,262628.0830761275
22271,2995,2,2,Suburb,1967,277937.1047287717
22272,2481,5,2,Suburb,1986,273610.4110375233
22273,1094,2,1,Suburb,1956,201133.4655160833
22274,1492,3,2,Rural,1989,134827.56708019885
22275,1764,3,1,Suburb,1983,237285.5850690705
22276,2021,5,3,Urban,1988,242060.1608875045
22277,1149,2,1,Urban,2017,226664.15294400995
22278,2046,3,2,Suburb,2009,213479.55991355985
22279,1755,3,1,Urban,1996,215002.15917532743
22280,2238,4,1,Suburb,1965,234281.26902833668
22281,1398,4,1,Suburb,2000,170696.0684993231
22282,1409,3,1,Urban,1956,219383.0913125276
22283,1130,4,3,Rural,1955,38002.2347296954
22284,1854,4,1,Urban,1976,287593.6757336228
22285,1147,3,1,Suburb,1959,116064.83433290868
22286,1380,2,2,Suburb,2010,111341.75137873352
22287,2132,2,2,Urban,1970,351349.5116648701
22288,1551,2,1,Urban,2021,170563.01520623468
22289,2144,5,1,Rural,2013,282363.1932974877
22290,1294,2,3,Suburb,1968,155377.27594894217
22291,2143,5,2,Urban,1979,262145.26105475763
22292,1455,5,3,Urban,2019,156314.27389354797
22293,2553,4,1,Rural,2006,339941.81192119163
22294,1168,5,3,Urban,1979,270140.91025154653
22295,1709,5,3,Rural,1993,173449.78823533596
22296,2946,5,2,Urban,2016,424519.2549404985
22297,2166,5,2,Rural,1962,277431.53685780894
22298,1036,4,2,Suburb,1967,79183.70459645495
22299,2721,3,2,Suburb,1957,223185.03730670287
22300,2284,5,1,Rural,1981,308376.08263064624
22301,1230,3,2,Suburb,1953,116282.0095743642
22302,1253,2,1,Suburb,1992,160505.71695126456
22303,1328,2,2,Urban,1997,186963.84325220305
22304,2926,3,1,Suburb,2002,385752.6294501091
22305,2320,3,3,Rural,2005,239100.28810174143
22306,1979,2,2,Rural,1962,200709.5690439812
22307,1009,4,2,Suburb,2014,175135.71926961935
22308,1445,4,3,Rural,2000,191703.07622728805
22309,1921,5,2,Urban,1996,242045.25047411292
22310,1835,4,1,Urban,1967,217624.90345489388
22311,2253,4,3,Rural,2002,237564.199887734
22312,2559,5,2,Suburb,2000,332855.22823793546
22313,1077,5,2,Urban,1987,177638.71846966265
22314,2448,4,1,Urban,1967,363683.6873675919
22315,1192,3,2,Suburb,2008,94963.864297344
22316,1400,5,1,Suburb,2014,215732.4680142381
22317,1108,3,2,Urban,2017,141487.4027911871
22318,1791,2,3,Suburb,1982,305027.94413144694
22319,2946,5,1,Rural,1976,327573.272856242
22320,1262,3,1,Urban,1951,163718.77705892554
22321,1328,5,2,Suburb,2018,126153.54129705578
22322,1362,5,1,Suburb,1992,159056.6233982266
22323,2890,5,1,Urban,2012,395947.6955627168
22324,2401,5,3,Suburb,2002,262828.3904113582
22325,2803,3,1,Suburb,2000,307473.0905629493
22326,2364,3,3,Suburb,1992,274723.6061406509
22327,1258,3,1,Urban,1964,144958.17305647634
22328,2358,2,3,Rural,1971,282937.4411929053
22329,1084,5,3,Suburb,1968,192598.87919367396
22330,2545,5,3,Urban,1953,348187.306955513
22331,2824,3,3,Urban,1969,324415.4453502094
22332,2837,3,3,Rural,1972,289816.62852467806
22333,2594,5,2,Suburb,1994,290225.1274143533
22334,1307,5,1,Urban,2007,250183.70768342676
22335,1261,2,2,Suburb,2019,86340.92477103297
22336,2921,5,1,Suburb,1997,358975.47293750977
22337,1796,3,1,Urban,1998,183790.54315065104
22338,1630,2,3,Rural,1987,121378.90881135104
22339,1679,4,1,Urban,1970,149403.93181685658
22340,1864,4,2,Suburb,1974,215405.0514868106
22341,2724,5,1,Rural,1978,345887.7274406717
22342,2475,3,1,Urban,1990,316663.6210458017
22343,2274,5,2,Suburb,1973,361524.1330072009
22344,1323,3,2,Suburb,1964,77845.32586992817
22345,1924,3,2,Urban,1955,250455.38519980715
22346,2252,3,3,Rural,1956,144197.17834186694
22347,2725,4,3,Urban,2003,323338.0019337536
22348,2851,5,1,Suburb,2003,378603.5566358268
22349,2659,5,1,Suburb,1978,357791.0684482421
22350,2619,4,3,Urban,2006,237182.9547295113
22351,2320,3,2,Urban,1993,151806.80636697152
22352,1726,2,2,Rural,2015,120638.99098484026
22353,2260,2,2,Suburb,1963,175195.65437414258
22354,1977,4,3,Suburb,1971,195132.31301849813
22355,2648,2,2,Urban,1964,332063.5986208578
22356,1216,3,1,Suburb,1999,122475.27953213226
22357,2856,3,3,Suburb,1997,304698.05370730994
22358,2269,5,2,Urban,2013,296461.76329678623
22359,1447,3,1,Urban,1992,162867.26396295967
22360,2870,3,1,Suburb,1962,351053.6444913164
22361,1318,3,2,Rural,1992,145241.3375763541
22362,1993,2,3,Urban,1950,180025.78782601774
22363,2455,2,3,Urban,1988,270517.2247646685
22364,2427,4,2,Rural,1962,272533.204090492
22365,2909,4,3,Suburb,1957,352304.2207264112
22366,1036,2,1,Suburb,1960,123702.03661936575
22367,2599,5,2,Rural,2019,257726.21805792517
22368,1730,5,3,Rural,2017,146563.22422299045
22369,2365,2,3,Rural,1997,275008.8108746335
22370,2010,4,3,Urban,1973,193679.2696696949
22371,2412,5,2,Urban,2013,286119.1716009812
22372,2057,3,2,Urban,2019,243454.87568436775
22373,1038,5,1,Rural,1966,202848.17383834167
22374,2602,5,2,Rural,1964,305230.1571134916
22375,1208,5,2,Suburb,1962,152217.8979147545
22376,1829,4,3,Rural,1957,189548.29326587444
22377,1855,4,3,Suburb,1987,240357.9962396937
22378,2175,2,2,Urban,1958,226301.8594541546
22379,1898,5,3,Suburb,2016,177921.28912757387
22380,2388,4,3,Rural,1989,208647.76331279165
22381,2222,4,2,Urban,2008,209843.94485688373
22382,1600,2,2,Suburb,1962,132400.47742093133
22383,1759,3,3,Suburb,1992,229629.54595545656
22384,2858,3,1,Suburb,1979,308434.41693971056
22385,2102,5,1,Suburb,1961,200750.77273417916
22386,2500,3,2,Urban,1995,164647.39992222466
22387,1433,2,1,Urban,1969,116251.54296955928
22388,2820,4,3,Rural,2005,312662.40140054666
22389,1841,3,3,Urban,1955,231813.13280551636
22390,1031,5,2,Rural,2009,79725.56974197633
22391,2110,5,1,Rural,1970,260757.4391192823
22392,2574,4,3,Urban,1981,297484.6052554251
22393,1392,5,3,Rural,1953,167285.33983468811
22394,2636,2,1,Urban,1989,298046.0613220927
22395,2267,3,3,Suburb,2007,297740.5696006843
22396,2255,5,3,Rural,1981,276507.23222092737
22397,1909,3,1,Urban,1996,182986.8430765983
22398,2603,4,1,Suburb,2001,229151.78224719045
22399,1191,3,2,Rural,1990,197276.83551627275
22400,2939,2,1,Suburb,1978,317839.6001584656
22401,2563,4,2,Suburb,1987,310595.6894978436
22402,1269,5,1,Suburb,1996,159878.91600209862
22403,2963,4,2,Urban,1959,354087.03144937987
22404,1737,3,3,Suburb,2017,210586.5479382485
22405,1076,3,2,Suburb,2014,176786.01747217414
22406,1734,3,2,Suburb,1981,112840.61421604735
22407,1883,3,3,Suburb,1982,239607.2622150993
22408,2190,4,1,Suburb,1980,166861.25416607328
22409,1283,4,1,Rural,1954,182803.62614084996
22410,2727,3,2,Suburb,2018,279857.9468435079
22411,2112,5,1,Rural,1985,215416.53203410143
22412,1543,4,2,Rural,1958,177539.03657238474
22413,1648,2,3,Rural,1997,228590.39782608865
22414,2179,4,1,Suburb,1950,230045.5443500033
22415,1249,2,1,Suburb,1967,114087.49111218347
22416,1094,5,1,Suburb,1967,235005.01907967497
22417,1016,2,3,Rural,2011,43643.30690699516
22418,1116,2,2,Suburb,1967,122382.01790473177
22419,1982,5,2,Urban,2008,235297.0281785562
22420,1332,3,3,Urban,1973,153675.56154467355
22421,2846,4,2,Rural,1998,295300.30023512914
22422,2545,5,2,Urban,1994,214841.73127030808
22423,2103,2,3,Urban,1971,266588.59388817434
22424,1645,3,1,Suburb,1950,184257.9210271477
22425,2455,4,2,Urban,1970,188501.58140857465
22426,2226,5,3,Rural,1962,156092.76628836576
22427,1115,4,2,Suburb,2003,122633.6163558228
22428,1962,3,1,Urban,2002,169522.07474593463
22429,2243,4,1,Suburb,1996,176115.28470466437
22430,2276,3,1,Urban,2011,256677.691250864
22431,2192,5,1,Suburb,1951,262798.6705927611
22432,1846,3,1,Urban,2017,179491.70688413316
22433,1315,5,1,Suburb,1977,153453.8967358591
22434,2740,3,1,Rural,1979,278130.57923235267
22435,1809,4,1,Urban,2001,199812.84918443297
22436,1371,3,2,Rural,1990,205758.1272157017
22437,1759,3,3,Urban,1972,180861.37308498303
22438,1876,4,3,Rural,2000,209762.61189911416
22439,1976,2,2,Suburb,2007,198602.56393452865
22440,2606,3,3,Urban,2003,277752.30917169264
22441,1155,5,3,Suburb,1991,124228.40142922055
22442,1613,3,1,Urban,1952,199282.5381503729
22443,2036,2,2,Urban,1963,100919.8456515512
22444,1507,5,1,Rural,1983,270631.6017638403
22445,1464,4,1,Urban,2016,206761.3025859448
22446,1782,4,1,Rural,1965,118149.94199902249
22447,1803,4,2,Urban,2017,240154.151650994
22448,1219,5,2,Urban,1999,204367.44472876136
22449,1014,3,2,Urban,2000,142117.9822840629
22450,2773,5,1,Rural,1957,343899.56914933334
22451,1116,5,2,Rural,1952,120644.75015032051
22452,1330,2,1,Rural,2017,229270.98474885584
22453,1055,5,3,Suburb,1973,176423.06703137018
22454,2374,4,1,Urban,2003,297537.28728720464
22455,2155,5,3,Suburb,2015,277740.124969477
22456,2249,2,3,Rural,2003,206108.03717526604
22457,1307,5,2,Suburb,1988,114913.13113249325
22458,2498,5,1,Urban,1950,239779.90329182023
22459,2929,4,2,Rural,1974,343006.0804942079
22460,1221,5,2,Urban,1986,148838.3273512504
22461,2196,3,3,Rural,2005,278202.39439456054
22462,2363,4,3,Suburb,2008,184973.4244655894
22463,1796,2,1,Rural,1959,196723.38784945192
22464,2529,2,3,Rural,1960,261008.6217587784
22465,2844,2,1,Rural,1962,276720.3083087228
22466,2180,5,1,Rural,1984,260473.034464621
22467,1150,3,2,Urban,1998,178777.52561018875
22468,2720,4,3,Suburb,2003,272206.95441645134
22469,2201,3,2,Urban,2000,242374.9108469969
22470,2556,3,3,Suburb,1963,246918.56266797893
22471,1111,2,3,Suburb,2014,101767.0543321772
22472,1682,2,2,Urban,1953,236046.29650395107
22473,2161,3,1,Urban,2014,258021.66340797296
22474,2256,3,2,Urban,1980,144207.68143266178
22475,1331,4,3,Suburb,2014,200065.9733469381
22476,2565,2,2,Suburb,1983,273205.2768211528
22477,1892,2,2,Urban,2006,185393.1558613573
22478,2330,5,3,Rural,1958,276982.0377180912
22479,1160,2,3,Rural,1962,128344.47660226522
22480,2425,4,1,Rural,1961,248090.9461712921
22481,2613,5,3,Suburb,1979,320932.3040578865
22482,1277,4,3,Suburb,2000,231677.17553189944
22483,2343,2,3,Rural,2006,229293.47781264267
22484,2556,2,3,Rural,2012,378119.9158409955
22485,1896,3,3,Urban,1965,184985.11973994275
22486,1496,3,1,Urban,1953,160604.46474280616
22487,2386,4,3,Rural,1969,308224.36114859587
22488,2395,5,2,Rural,1964,297888.2340743975
22489,2915,2,2,Rural,1964,371275.7289975344
22490,1654,3,3,Suburb,1987,81238.91552395429
22491,2059,3,2,Suburb,1985,209109.0449722714
22492,1302,2,1,Rural,2000,132167.98814944687
22493,1437,2,2,Suburb,1974,248869.2408330929
22494,1725,5,1,Suburb,1954,226780.1691060486
22495,2055,3,1,Suburb,1952,144948.307987559
22496,1185,5,2,Rural,2001,176244.20559987772
22497,2197,5,2,Urban,1982,311926.23782852443
22498,2589,2,3,Suburb,1974,265490.2834402491
22499,1672,5,3,Rural,1969,162280.54219151125
22500,2273,2,3,Urban,1985,257425.6440230409
22501,2000,4,2,Rural,1960,198859.27202256216
22502,2786,5,1,Rural,1999,322213.8616607703
22503,2958,3,1,Suburb,1989,326790.9380000701
22504,1278,3,3,Rural,1966,193415.6957708006
22505,1682,4,1,Suburb,2011,183168.098148221
22506,2718,4,2,Urban,1988,201462.16294625695
22507,2025,5,2,Urban,1955,249054.48820088583
22508,2217,3,1,Suburb,2006,235212.06458814084
22509,2189,3,2,Urban,1959,249726.59646687025
22510,2782,2,1,Suburb,1954,276433.8018145274
22511,2010,2,3,Suburb,2009,216872.69886563823
22512,1924,3,2,Urban,1956,172904.60064893754
22513,2779,2,2,Urban,1996,277182.2667314583
22514,2133,2,3,Rural,1968,247543.844147146
22515,1379,2,1,Suburb,1953,111538.0677174769
22516,1834,4,2,Urban,1993,315716.5371289556
22517,1998,3,2,Urban,1967,143804.79666760136
22518,2606,3,1,Urban,1996,242624.04352349284
22519,2699,3,3,Rural,1977,269235.55046199576
22520,1284,2,2,Urban,2003,16633.556358585614
22521,2910,5,3,Urban,1974,363633.95037263166
22522,1420,5,1,Suburb,1952,182625.21824071064
22523,1112,2,1,Urban,1957,193790.3880933058
22524,2017,4,3,Rural,1955,119777.20146157498
22525,1227,4,1,Suburb,2020,106026.23419904136
22526,2494,3,3,Urban,2020,209470.2379386965
22527,2836,5,2,Suburb,1987,368727.416847858
22528,1527,4,3,Rural,2007,195357.36985309309
22529,1495,5,3,Rural,1950,151563.24067322374
22530,1030,5,3,Rural,1999,126300.6349984306
22531,1161,4,2,Urban,1994,189049.00728912733
22532,2841,2,1,Urban,1969,262578.7593918471
22533,1704,3,2,Rural,1997,97486.8025072024
22534,1721,3,3,Rural,2012,149188.95252165996
22535,2401,4,2,Urban,2003,238412.904213769
22536,1445,2,1,Urban,1972,91383.13202111208
22537,1743,4,2,Rural,1979,220950.75987346077
22538,1426,4,3,Rural,2013,306489.0895171161
22539,2719,5,2,Suburb,2006,321251.6845311231
22540,1503,5,2,Suburb,1977,219941.6598173512
22541,2550,3,3,Urban,1966,274971.3451884472
22542,2967,5,3,Rural,2008,307680.0907908161
22543,2840,5,1,Urban,1967,361478.7739619391
22544,1720,2,2,Suburb,1958,203777.87088496584
22545,1683,4,1,Urban,2002,135266.89228917763
22546,2801,4,3,Urban,1975,346674.01348164974
22547,2555,2,3,Urban,1965,289201.4840412915
22548,1581,5,1,Urban,1997,255024.7864806822
22549,2543,5,1,Rural,1952,291175.02298581565
22550,2964,4,2,Rural,2006,296169.24587007187
22551,2057,3,1,Urban,1973,214308.08472114752
22552,1735,4,2,Suburb,1954,202657.7437854485
22553,1690,3,3,Rural,2015,159977.70764983923
22554,1757,5,3,Urban,2012,152081.70966205286
22555,2513,3,2,Rural,1989,207690.9617279683
22556,2795,3,2,Urban,1979,241818.83290034308
22557,2643,3,3,Rural,1976,296594.69602513657
22558,1753,3,2,Rural,1958,208943.54573210175
22559,2446,3,1,Urban,1990,285975.4671880118
22560,2491,4,2,Rural,1978,272553.4053609051
22561,1023,2,3,Rural,2006,137353.48064470003
22562,2239,5,2,Urban,2012,266103.9757901903
22563,1054,4,1,Urban,1979,175890.08802653186
22564,2049,2,2,Urban,1972,221991.08189457096
22565,2304,4,2,Urban,1999,280484.8077821491
22566,1803,2,2,Suburb,1970,289300.55653764686
22567,1326,4,3,Rural,2003,159476.89664640246
22568,1969,5,2,Urban,1996,312211.15576211
22569,1185,5,1,Urban,1951,190507.31022241956
22570,1494,3,3,Suburb,2011,237828.20956953548
22571,2035,2,2,Rural,2006,261109.5669883514
22572,2664,4,3,Suburb,1997,223023.1139442055
22573,2907,3,2,Urban,1958,292817.74431722565
22574,1433,4,3,Rural,1979,127583.48397919408
22575,2944,5,2,Rural,1983,321616.41406927945
22576,1207,5,1,Rural,1983,76960.49160816823
22577,1132,2,3,Rural,2015,231992.08601480664
22578,2362,4,2,Urban,1987,325042.3544430669
22579,2219,4,2,Suburb,2002,135665.972337408
22580,2285,3,2,Rural,2006,251299.71404709693
22581,2305,5,3,Suburb,1973,328915.2132060906
22582,1368,3,3,Suburb,1964,261391.72430503205
22583,2126,3,2,Suburb,2013,188722.766153566
22584,2655,2,2,Rural,1998,265795.2754477197
22585,2206,3,2,Urban,2016,286087.8374241058
22586,1422,2,3,Rural,1951,164319.15188448332
22587,2032,5,1,Suburb,1956,215051.24237897125
22588,2580,3,1,Suburb,1985,284087.2357765171
22589,1243,3,2,Suburb,1956,117643.60513461808
22590,1781,3,3,Suburb,2018,117756.1128360603
22591,1623,3,2,Urban,1952,223540.56383149367
22592,1566,5,2,Rural,2004,180012.94283553536
22593,2416,2,3,Suburb,2003,233620.2933809301
22594,1526,5,1,Urban,2021,175917.41907810193
22595,1036,2,3,Urban,1977,87865.48961115332
22596,1177,2,2,Rural,2005,90155.67234352286
22597,1638,3,1,Suburb,1962,71374.87140000635
22598,2652,3,3,Urban,1954,282857.33210586384
22599,1851,3,1,Rural,1983,165490.3724807225
22600,1071,2,3,Rural,2018,84475.60968781824
22601,1351,4,3,Urban,1955,222630.26232759008
22602,1622,4,1,Urban,1951,106532.10793232308
22603,2172,4,1,Suburb,2001,242074.913001908
22604,2720,5,2,Rural,1964,302688.5466842034
22605,1104,2,2,Rural,1987,134128.4217637568
22606,2682,4,1,Suburb,1990,426250.1699832622
22607,1220,2,2,Suburb,2014,38001.85427473938
22608,2849,2,2,Rural,1986,318095.8108802695
22609,1862,5,3,Rural,2016,227180.3637935829
22610,2397,3,2,Suburb,1987,292032.8227798783
22611,1517,3,3,Urban,1959,142884.08185358913
22612,2283,5,2,Rural,2005,310165.82857237925
22613,1298,5,1,Urban,2007,149337.25461567548
22614,1860,2,3,Rural,1959,228689.44649008868
22615,1041,4,2,Rural,1999,188108.53446192635
22616,1770,2,1,Urban,1990,157304.84227154162
22617,1896,2,3,Suburb,1963,234020.48015939497
22618,1491,4,2,Suburb,2015,170012.73023669285
22619,2462,3,1,Rural,1983,293903.12672814773
22620,2806,2,3,Urban,2007,282529.3476922634
22621,2070,3,2,Urban,1973,231103.8821460892
22622,1084,3,2,Urban,1963,172833.82425865193
22623,2709,3,3,Rural,2020,198354.09187060755
22624,2081,2,1,Rural,2012,320745.3618051387
22625,1990,4,3,Urban,1963,213098.5771250901
22626,1710,4,1,Urban,1955,253014.28928600077
22627,1208,3,1,Urban,1960,188797.56217007237
22628,2271,3,3,Urban,1976,255106.5811466052
22629,2234,4,1,Rural,2003,207348.21153220293
22630,1038,5,2,Suburb,2002,145253.8345487937
22631,2275,5,3,Suburb,1974,367715.981867928
22632,2666,3,1,Suburb,1985,170069.56402209506
22633,1925,4,2,Suburb,1967,273435.85246726964
22634,2826,5,1,Suburb,2005,284983.1892278349
22635,1761,4,3,Suburb,1959,65190.67921599472
22636,2976,2,2,Urban,2000,223686.20084727972
22637,2436,3,1,Urban,1987,213546.37746138015
22638,1945,5,3,Suburb,1970,169817.718249793
22639,2469,3,1,Suburb,1982,255113.9051431607
22640,1051,2,3,Rural,1974,131825.4154228552
22641,1373,4,2,Rural,2016,200539.9895217149
22642,2549,3,3,Rural,1968,324366.3138475574
22643,1930,5,2,Suburb,2005,196566.35244733948
22644,1155,2,1,Rural,1997,206870.6463820509
22645,2977,5,1,Rural,1990,364325.4001224986
22646,2565,4,2,Suburb,2001,370650.5375050808
22647,2113,5,1,Suburb,1957,270843.21236613626
22648,2926,5,2,Suburb,1996,290203.29427420424
22649,1678,5,1,Urban,1989,163004.6728210861
22650,1350,2,1,Suburb,1994,83273.07367070764
22651,1068,5,3,Rural,2010,97629.4787969875
22652,2186,5,3,Suburb,2004,250282.95580899503
22653,2265,2,3,Urban,2021,212518.82696855065
22654,2518,2,2,Urban,1993,255038.87546235367
22655,2406,2,3,Rural,1968,285556.13778649416
22656,2075,4,3,Urban,1971,220254.87201566595
22657,1653,2,3,Rural,2012,343641.7503754847
22658,1062,4,1,Urban,1952,115234.045854847
22659,1508,2,2,Urban,1997,288730.6627428511
22660,1291,2,3,Suburb,1976,111399.28852217137
22661,2114,3,3,Urban,1969,200092.53701567356
22662,2687,3,3,Urban,1999,390311.95083266206
22663,2447,3,1,Suburb,1960,313096.3222824819
22664,2692,3,2,Suburb,1966,283380.121726028
22665,1820,2,3,Urban,1999,158352.68166137737
22666,2388,2,3,Suburb,1977,309433.9715060327
22667,1149,4,3,Urban,1999,152952.12829834447
22668,2863,2,1,Urban,1952,374665.4317100289
22669,2294,4,1,Urban,2016,203229.75589650456
22670,1880,5,3,Suburb,1965,210070.82648075448
22671,2604,5,1,Suburb,1959,320978.6663242259
22672,2139,2,2,Urban,2003,255487.0926931568
22673,1703,5,3,Suburb,2015,164612.19390592643
22674,1515,2,2,Rural,1998,184382.9012386529
22675,2610,4,2,Suburb,1995,290344.8494470564
22676,2937,3,2,Suburb,2005,257873.4960239688
22677,2833,5,1,Suburb,1963,380245.4215706807
22678,2264,2,1,Rural,1965,133139.2847148439
22679,1029,3,2,Urban,1988,97619.54126584069
22680,2166,4,1,Urban,2009,286087.84918474976
22681,1325,2,1,Rural,1990,181635.3507412997
22682,2718,5,3,Suburb,1972,295319.11125877214
22683,1948,4,3,Suburb,1978,149247.52210029034
22684,1015,2,3,Suburb,1960,71706.1630376768
22685,1110,5,3,Rural,1959,90618.3977276002
22686,1871,4,2,Suburb,2013,121011.02863903758
22687,1712,4,1,Rural,1965,274186.8942986304
22688,1106,3,2,Suburb,1964,233642.0020936693
22689,1378,3,3,Urban,2005,127154.25306182452
22690,1161,3,3,Suburb,2012,43750.2373640335
22691,1282,2,1,Rural,1974,149291.00573404846
22692,1268,4,1,Urban,1983,154206.3316259798
22693,1483,3,1,Urban,2017,215729.81482135164
22694,1666,5,3,Urban,2007,214669.42349512645
22695,2096,2,1,Rural,1955,229219.6452174544
22696,2220,3,1,Suburb,1982,186536.2640083346
22697,2266,2,3,Suburb,1968,236884.00680226585
22698,1597,4,2,Rural,1964,238293.3506799188
22699,1798,5,2,Suburb,1988,295896.23725688737
22700,2282,4,3,Rural,1993,265303.57561699324
22701,1797,5,2,Suburb,2009,232008.9186479409
22702,2172,4,3,Urban,1995,236702.8705919177
22703,2890,2,2,Urban,2020,332108.95732258126
22704,1389,4,1,Rural,1985,82732.19559084564
22705,1415,5,2,Rural,1983,216070.815501647
22706,1425,2,3,Rural,2016,254638.1052492048
22707,1996,2,3,Urban,2007,213499.7279142056
22708,2725,5,2,Suburb,1961,321706.21308983833
22709,2240,5,3,Rural,1990,204696.6965991389
22710,2951,2,2,Rural,1969,377439.7111305598
22711,1866,5,3,Urban,1974,205448.0986220544
22712,1085,4,1,Urban,1968,91132.21840282
22713,2239,4,2,Rural,1998,260668.59450557735
22714,1422,4,2,Urban,1951,145024.77026209855
22715,2343,2,1,Urban,1970,214182.9971692652
22716,1117,4,3,Suburb,2012,97934.02338911672
22717,2949,2,2,Suburb,1962,216201.4526833535
22718,1958,5,1,Rural,1997,166081.63803320582
22719,1881,4,3,Urban,1990,288736.8636327646
22720,1991,2,1,Suburb,1980,258465.178946264
22721,1414,3,1,Suburb,1972,154674.7353148382
22722,1598,4,2,Rural,1994,182374.08273498036
22723,1039,4,3,Urban,1987,65465.20653518141
22724,2184,2,2,Urban,1961,288006.8848191273
22725,1702,2,3,Rural,1965,160150.32006970732
22726,1536,5,3,Rural,1964,222930.11937180744
22727,1419,2,1,Suburb,2019,135190.23752174416
22728,1663,5,1,Suburb,1959,157329.78778549528
22729,1094,3,2,Rural,1995,214519.94990419765
22730,2465,5,3,Rural,1955,276832.41620357026
22731,2958,4,1,Rural,1960,361117.5740680186
22732,2581,2,3,Urban,1952,300197.002276542
22733,1972,3,1,Urban,1961,179436.87304693414
22734,1649,3,1,Suburb,1982,239615.87423915535
22735,2489,2,2,Suburb,1980,213022.6423507345
22736,1287,4,3,Rural,1989,128062.31564246284
22737,2888,2,1,Rural,2004,248634.9626670808
22738,2699,2,3,Rural,1975,280755.94928846566
22739,1411,2,3,Suburb,1956,162947.78895018424
22740,1399,5,3,Suburb,1959,115379.158028901
22741,1527,3,1,Suburb,1989,130733.30622577448
22742,2041,3,3,Rural,1967,220175.5754256808
22743,1135,4,2,Suburb,1991,193188.9375783325
22744,2487,3,2,Suburb,1977,222652.956694584
22745,1758,2,1,Urban,1956,230750.37742715303
22746,2271,3,2,Urban,1975,211072.89317224093
22747,1842,4,2,Rural,1963,233979.363844634
22748,1709,5,1,Urban,2016,261595.66516491797
22749,2024,5,3,Suburb,1982,293620.0386936883
22750,2725,2,1,Suburb,1957,286538.4589933499
22751,1380,2,1,Urban,1988,155280.21008761178
22752,1508,3,2,Urban,1992,88974.44757929839
22753,2483,3,1,Urban,1978,328218.3372313304
